,EIN,NAME,APPLICATION_TYPE,AFFILIATION,CLASSIFICATION,USE_CASE,ORGANIZATION,STATUS,INCOME_AMT,SPECIAL_CONSIDERATIONS,ASK_AMT,IS_SUCCESSFUL
7934,273130895,ARIZONA LUTHERAN CAMPUS MISSION SOCIETY,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,140380,1
7935,273131555,OTHER SIDE MOVEMENT,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
7936,273133513,RENAISSANCE CONNECTION INC,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
7937,273139458,NATIONAL TRIBAL GEOGRAPHIC INFORMATION SUPPORT CENTER,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
7938,273141038,CLEAR CREEK ISD GROUPS,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
7939,273142971,DESTINY CHRISTIAN ACADEMY,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,195045,0
7940,273144046,CHARLOTTE WATLEY CONSULTING SERVICE IONC,T3,Independent,C1200,Preservation,Trust,1,10000-24999,N,5000,1
7941,273147794,UNTO OTHERS MINISTRY,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,14454,1
7942,273148851,EARTH AIR AND SPACE EDUCATIONAL FOUNDATION,T3,Independent,C1000,Preservation,Trust,1,1-9999,N,9441,1
7943,273151119,WORKING DOG CLUB OF ARIZONA,T7,Independent,C1000,ProductDev,Trust,1,0,N,5000,1
7944,273154542,PILLOWS HONORING ARMED FORCES FOUNDATION INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
7945,273156973,YOUNG EAGLE SUPPORTERS,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
7946,273157790,NATIONAL ASSOCIATION OF TAX PROFESSIONALS INC,T6,CompanySponsored,C2000,ProductDev,Trust,1,0,N,5000,1
7947,273160120,COLEMAN CHARTER SCHOOLS INC,T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,501005,0
7948,273160241,KARATE KA ADVANCED TRAINING ASSOCIATION FUND,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
7949,273160913,SUSTAINABLE VALLEY TECHNOLOGY GROUP,T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,90834,0
7950,273161012,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
7951,273161722,LA SOCIETE DES 40 HOMES ET 8 CHEVAUX-SUNKIST VOITURE NO 1450,T19,Independent,C1000,Preservation,Trust,1,0,N,5000,1
7952,273162899,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
7953,273167263,PUMA FUTBOL CLUB INC,T3,Independent,C1200,Preservation,Trust,1,1M-5M,N,36693,1
7954,273167273,CLEAR CREEK ISD GROUPS,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
7955,273167935,CALIFORNIA STATE CHAPER WOMENS COUNCIL OF REALTORS,T6,CompanySponsored,C2000,ProductDev,Association,1,0,N,5000,1
7956,273168276,CLINTON JUNIOR HIGH SCHOOL PARENT TEACHER ORGANIZATION,T3,Independent,C1200,Preservation,Association,1,0,N,5000,0
7957,273171447,COPELAND VOLUNTEER FIRE DEPARTMENT,T4,Independent,C1000,Preservation,Trust,1,0,N,5000,1
7958,273172283,SOCIETY OF EMERGENCY MEDICINE PHYSICIAN ASSISTANTS,T6,Independent,C1000,ProductDev,Trust,1,25000-99999,N,629657,0
7959,273176351,EAST END BARRIO ASSOCIATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
7960,273182669,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,25000-99999,N,5000,0
7961,273183502,TFT,T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,74138,1
7962,273186583,THETA PHI SIGMA CHRISTIAN SORORITY,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,5000,1
7963,273187347,OIDA CHRISTIAN UNIVERSITY,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
7964,273190530,ALEXANDRIAS GRACE AND ETIQUETTE,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
7965,273195828,ASSOCIATION OF WESTERN STATE ENGINEERS,T6,Independent,C1000,ProductDev,Association,1,0,N,5000,0
7966,273196081,CIVITAN INTERNATIONAL,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
7967,273199705,R2EWD - REACHING TO EMPOWER WOMEN DAILY,T3,Independent,C7100,Preservation,Trust,1,1-9999,N,7881,1
7968,273200474,PTA TEXAS CONGRESS,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
7969,273200886,YIGONGYI CENTER FOR NONPROFITS,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
7970,273203032,TEAM VOLUSIA ECONOMIC DEVELOPMENT CORPORATION,T6,Independent,C3000,ProductDev,Trust,1,25000-99999,N,1147877,1
7971,273205699,SHELTER EXCHANGE INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
7972,273206176,ENLIGHTENED WARRIORS BOYS GIRLS OF VIRTUE AND PURPOSE,T3,Independent,C1250,Preservation,Association,1,1-9999,N,5000,0
7973,273208193,DAUGHTERS OF UNION VETERANS OF THE CIVIL WAR 1861-1865,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
7974,273210909,OKANOGAN WILDLIFE LEAGUE,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
7975,273210999,TRANSFORMATION LEARNING CENTER INC,T3,Independent,C2000,Preservation,Trust,1,1-9999,N,15463,1
7976,273214294,LOUISIANA ASSOCIATION FOR HEALTH PHYSICAL EDUCATION RECREATION &,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,445545,0
7977,273214417,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
7978,273215201,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
7979,273216585,CIVITAN INTERNATIONAL,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
7980,273216765,CIVITAN INTERNATIONAL,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
7981,273220448,REDEEMING THE FAMILY INC,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,139760,0
7982,273221069,EL DORADO HIGH BAND BOOSTER,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
7983,273223442,COASTAL GOLDEN RETRIEVER RESCUE OF FLORIDA INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
7984,273229506,CLEAR CREEK ISD GROUPS,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
7985,273229609,COLLIN COUNTY BEST,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
7986,273230188,UBUNTUWORKS PEACE EDUCATION PROJECT,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
7987,273231446,GLADYS POLK ELEMENTARY PTO INC,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
7988,273234954,PTA TEXAS CONGRESS,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
7989,273235418,KNIGHTS OF COLUMBUS,T8,Independent,C1000,Preservation,Association,1,0,N,5000,1
7990,273235519,TULARE POLICE ATHLETIC LEAGUE PAL,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,17869,1
7991,273237713,AZTEC FOOTBALL PARENT ORGANIZATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
7992,273242987,STELLAR DIVERSE STUDENT ACHIEVEMENT CENTER,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
7993,273243519,RAPIDES BASEBALL INTEREST INC,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
7994,273246102,GLIMPSES OF GRACE MINISTRIES INC,T3,Independent,C7200,Preservation,Trust,1,10000-24999,N,16122,1
7995,273254570,K R WEBSTER FOUNDATION INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
7996,273260528,PROJECT DELANTERO COMMUNITY SERVICES,T3,Independent,C1000,Preservation,Association,1,0,N,5000,1
7997,273264296,WESTSIDE VBC INC,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,26170,0
7998,273266550,A HUMANITARIAN ORGANIZATION PROMOTING EDUCATION,T3,Independent,C1200,Preservation,Trust,1,1-9999,N,6831,1
7999,273267288,INTERNATIONAL MOUNTAIN BICYCLING ASSOCIATION - COLORADO,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
8000,273273576,CROSS CENTRAL RECOVERY CENTER,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,73894,1
8001,273274865,NBPC LEGAL ADVOCACY FUND,T5,Independent,C3000,ProductDev,Trust,1,25000-99999,N,281743,1
8002,273276459,REDMOND POLICE RESERVE INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
8003,273277572,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,25000-99999,N,5372,0
8004,273278314,TEXAS MASTER GARNENER ASSOCIATION INC,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
8005,273280364,BEAUTY OF A WOMAN MINISTRY,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
8006,273280838,TEXAS BRAHMAS YOUTH HOCKEY ASSOCIATION,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,18985,0
8007,273281042,ASIA MARIE BIG HEART FOUNDATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
8008,273284430,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
8009,273291438,AMITY PARENTS AND TEACHERS TOGETHER,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
8010,273292471,AGAPE CHILDRENS MUSEUM,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
8011,273293861,WORLD IMPACT ACADEMY,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,19913,1
8012,273294092,CANCER PREVENTION AND RESEARCH FUND,T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,95800,0
8013,273295358,THE 3000 CLUB,T3,Independent,C1000,Preservation,Trust,1,10M-50M,N,229038,0
8014,273295491,BRADY CRAFT INC,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,106051,1
8015,273297474,VIETNAM HEALTH CLINIC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
8016,273301107,AUXILIARIES MULTIPLE EMPLOYER VEBA,T9,Independent,C1000,ProductDev,Association,1,5M-10M,N,45096956,0
8017,273309976,OPTIMIST INTERNATIONAL,T4,CompanySponsored,C3000,ProductDev,Association,1,100000-499999,N,68530,0
8018,273311332,BOERNE - SAMUEL V CHAMPION CHARMS BOOSTER CLUB INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
8019,273314895,WACO MUSIC TEACHERS ASSOCIATION,T3,Independent,C1000,Preservation,Association,1,0,N,5000,0
8020,273315028,NATIONAL ASSOCIATION OF COMPOSERS USA,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
8021,273315473,IMPERIAL COURT OF ALL OKLAHOMA,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
8022,273315519,AMERICAN SOCIETY OF PROFESIONAL ESTIMATORS CHAPTER 32,T6,Independent,C2000,ProductDev,Trust,1,0,N,5000,0
8023,273317630,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
8024,273317639,3 ANGELS MESSENGERS MOTORCYCLE ASSOCIATION,T3,Independent,C1000,Preservation,Trust,1,1-9999,N,13034,1
8025,273317942,LOUISIANA VOLUNTARY ORGANIZATIONS ACTIVE IN DISASTERS,T3,Independent,C1200,Preservation,Trust,1,1-9999,N,90334,1
8026,273322568,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,1
8027,273326281,CLEARCREEK I S D SUPPORT GROUPS,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
8028,273326372,OKTIBBEHA STARKVILLE EMERGENCY RESPONSE VOLUNTEER SERVICES,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,98522,0
8029,273328166,ASSOCIATION OF BURUNDIANS-AMERICANS IN NEW MEXICO,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
8030,273331138,KNIGHTS TEPLAR OF THE UNTIED STATES OF AMERICA,T10,Independent,C1000,Preservation,Association,1,0,N,5000,1
8031,273338502,ASSOCIATION OF RIVERSIDE COUNTY CHIEFS OF POLICE AND SHERIFF,T6,Independent,C2000,ProductDev,Trust,1,0,N,5000,1
8032,273339188,AMBASSADOR NETWORK,T3,Independent,C7000,Preservation,Trust,1,100000-499999,N,96722,1
8033,273339206,SHEN YUN SOCIETY OF ATLANTA,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
8034,273341627,CLARKSVILLE ROLLER DERBY,T4,Independent,C3000,ProductDev,Association,1,0,N,5000,1
8035,273344400,TEXAS XI GAMMA SIGMA LUBBOCK,T10,Independent,C1000,ProductDev,Association,1,0,N,5000,0
8036,273350996,LAMBDA THETA ALPHA,T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
8037,273352913,GO GIRL FUTURES PROGRAM,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
8038,273353248,AMERICAN CHRISTIAN FICTION WRITERS INC,T6,CompanySponsored,C2000,ProductDev,Association,1,0,N,5000,1
8039,273356974,WELL ORLANDO INC,T3,Independent,C7000,Preservation,Trust,1,10000-24999,N,6197,1
8040,273360122,CONGOREFORM ASSOCIATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
8041,273364820,ARCHWAY CLASSICAL ACADEMY VERITAS,T3,Independent,C2000,Preservation,Trust,1,1M-5M,N,1893124,0
8042,273365618,COUNCIL OF NEIGHBORS AND ORGANIZATIONS,T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,32038,1
8043,273368112,SANDY SPRINGS UNIQUE VEHICLES,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
8044,273368505,NAWCC,T7,CompanySponsored,C1000,CommunityServ,Association,1,0,N,5000,0
8045,273369210,AMVETS,T19,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
8046,273371510,FORWARD THINKING INITIATIVES INC,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
8047,273373982,FUSION ARTS UNLIMITED INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
8048,273374163,NYSSA EDUCATION ASSOCIATION,T5,Independent,C1000,ProductDev,Association,1,0,N,5000,0
8049,273377081,PRINCE EDUCATIONAL MEDIA INC,T3,Independent,C7000,Preservation,Trust,1,100000-499999,N,13322,0
8050,273381069,HEARTS FOR ANIMALS INC,T3,Independent,C4500,Preservation,Trust,1,0,N,5000,1
8051,273382773,HELPING ONE WOMAN,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
8052,273382815,BUENA HARMONY INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
8053,273384978,ANSWERS RESOURCE FACILITY,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,36269,1
8054,273387253,DIFFERENCE MAKER INC,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,16600,1
8055,273388507,STARRSHINE ENTERPRISE,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
8056,273389243,AMERICAN FEDERATION OF GOVERNMENT EMPLOYEES,T5,CompanySponsored,C3000,ProductDev,Association,1,25000-99999,N,62251,1
8057,273391618,INVENTING EARTH FOUNDATION,T3,Independent,C2100,Preservation,Trust,1,0,N,5000,0
8058,273391718,KNIGHTS OF COLUMBUS,T8,CompanySponsored,C1000,Preservation,Association,1,10000-24999,N,16104,0
8059,273399806,TECHNOLOGY ENTREPRENEURSHIP AND CULTURE MEXICAN ASSOCIATION,T6,Independent,C2000,ProductDev,Trust,1,0,N,5000,1
8060,273402042,TENNESSEE SPORTS EDUCATION FOUNDATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
8061,273405802,SNOHOMISH COUNTYS FINEST A WASHINGTON NONPROFIT CORPORATION,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
8062,273406242,CENTER FOR FINANCIAL CAPABILITY INC,T3,Independent,C2000,Preservation,Trust,1,1M-5M,N,1787787,1
8063,273406573,KIDS COMMUNITY COLLEGE CHARTER SCHOOL ORANGE COUNTY,T3,Independent,C2000,Preservation,Trust,1,1M-5M,N,327363,0
8064,273409919,CALIFORNIA WOMENS CHORUS,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
8065,273411138,CLEARCREEK I S D SUPPORT GROUPS,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
8066,273412401,REACHUP FOUNDATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
8067,273413914,GEORGIA INTERSCHOLASTIC SWIMMING & DIVING OFFICIALS ASSOCIATION INC,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,5000,0
8068,273414964,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
8069,273419476,VERO BEACH HIGH SCHOOL CROSS COUNTRY TEAM,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
8070,273423622,GOODLETTSVILLE HIGH SCHOOL ALUMNI ASSOCIATION,T3,Independent,C1000,Preservation,Trust,1,10000-24999,N,21616,0
8071,273427491,PROFESSIONAL ATHLETES CELEBRITIES AND ENTERTAINER MOTHERS ORGANIZATI,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
8072,273434047,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,25000-99999,N,10138,0
8073,273438266,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
8074,273443867,HARLEM ATTIC TREASURES,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,57922,1
8075,273446738,SIMLA COMMUNITY ACTION COMMITTEE,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
8076,273447959,NATIONAL FEDERATION OF MUSIC CLUBS,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
8077,273450309,BARNABAS GROUP INC,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
8078,273450406,FUNDAMENTAL BASEBALL OF CALIFORNIA,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
8079,273451377,AID TO ABUSED WOMEN,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,65983,1
8080,273451788,NATIONAL ASSOCIATION OF TEACHERS OF SINGING INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
8081,273452541,NEVADA REINED COW HORSE ASSOCIATION,T7,Independent,C1000,ProductDev,Trust,1,0,N,5000,1
8082,273452707,SOROPTIMIST INTERNATIONAL TO THE AMERICAS INC,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
8083,273452727,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
8084,273455062,TEXAS LEAGUE FOR NURSING,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
8085,273457010,MEDSTAR GLOBAL FOUNDATION,T3,Independent,C1000,Heathcare,Trust,1,0,N,5000,1
8086,273458922,WYLIE ADVOCATES FOR SENIOR ACTIVITIES INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
8087,273459192,NEW MEXICO YOUTH CONSERVATION FOUNDATION,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
8088,273459198,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
8089,273466408,FLORIDA THOROUGHBRED RETIREMENT AND ADOPTION CARE PROGRAM,T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,80599,1
8090,273469486,CLEAR CREEK ISD GROUPS,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
8091,273469947,TONIS HOUSE INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
8092,273475848,PTA TEXAS CONGRESS,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
8093,273479236,PALO ARCHDIOCESAN MISSION INC,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,0
8094,273482112,CALHOUN COUNTY DEPUTY SHERIFF ASSOCIATION,T4,Independent,C3000,ProductDev,Trust,1,0,N,5000,0
8095,273483457,CHARITABLE ASSISTANCE TO COMMUNITYS HOMELESS,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,595129,1
8096,273483760,FLYING KIDS BOOSTER CLUB,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
8097,273484939,SOUTHEAST MISSOURI SEARCH AND RESCUE,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
8098,273487713,PTA TEXAS CONGRESS,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
8099,273490023,ORLANDO HACKERSPACES INC,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,13366,1
8100,273491333,NORTHSHORE DEMOCRATIC WOMENS CLUB,T4,Independent,C1000,ProductDev,Trust,1,0,N,5000,1
8101,273492260,BRYAN HOWLETT MEMORIAL FUND INC,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
8102,273493596,FREEDOM HOUSE SOBER LIVING INC,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,33707,0
8103,273493840,NEW MEXICO ENTERTAINMENT & DIGITAL INDUSTRY ASSOCIATION,T6,Independent,C2000,ProductDev,Trust,1,0,N,5000,1
8104,273494596,PRODUCERS SUMMIT,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
8105,273496127,LIVING LOVE CHRISTIAN SCIENCE IN ACTION INC,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
8106,273496181,NATIONAL COUNCIL OF TEACHERS OF ENGLISH,T3,CompanySponsored,C1000,ProductDev,Trust,1,0,N,5000,0
8107,273496863,DON T TRASH ME,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,38449,1
8108,273497929,POWER ACCESS,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
8109,273502055,WESTLAKE & EANES SCIENCE & TECHNOLOGY ASSOCIATION,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,73152,0
8110,273504467,LIFE CHARITIES INC,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,28866,1
8111,273505188,PROVIDENCE CLASSICAL SCHOOL BOOSTER CLUB,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
8112,273512967,JENGA JUMUIA - BUILDING COMMUNITY THROUGH SCHOOL BUILDING,T3,Independent,C1000,Preservation,Trust,1,10000-24999,N,5000,0
8113,273514582,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,25000-99999,N,34512,0
8114,273515887,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
8115,273517285,TRI-VALLEY CLASSICAL CHRISTIAN ACADEMY,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,67497,0
8116,273517986,AMACHI VISION CORPS INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
8117,273519085,INTERNATIONAL WOMENS INSOLVENCY & RESTRUCTURING CONFEDERATION INC,T6,CompanySponsored,C1000,ProductDev,Trust,1,0,N,5000,1
8118,273522710,GLOBAL 2000 HAIL MARY DEVOTION MINISTRY,T3,Independent,C1000,Preservation,Trust,1,10000-24999,N,6900,1
8119,273523191,BANEBOW INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
8120,273526889,CDFOS CHRIST DIED FOR OUR SINS,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
8121,273531048,MUSIC TEACHERS NATIONAL ASSOCIATION INC,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
8122,273532551,NATIONAL ASSOCIATION OF TEACHERS OF SINGING INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
8123,273539505,DFW DOLPHINS YOUTH SPORTS ASSOCIATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
8124,273540106,UNITY RALLY LLC,T3,Independent,C2100,Preservation,Trust,1,0,N,5000,1
8125,273543314,MARINE CORPS LEAGUE,T4,CompanySponsored,C3000,Preservation,Association,1,0,N,5000,1
8126,273543793,FRATERNAL ORDER OF EAGLES,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
8127,273546900,PROFESSIONAL ASSOCIATION OF SOCIAL WORKERS IN HIV & AIDS,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
8128,273547327,STING AND HONEY COMPANY INC,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
8129,273552249,KAISER CENTER INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
8130,273553726,FLORIDA CARDIOVASCULAR & PULMONARY REHABILITATION ASSOCIATION,T6,Independent,C1000,ProductDev,Trust,1,0,N,5000,1
8131,273554435,DEPARTMENT OF WYOMING VFW AUXILIARY,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
8132,273554518,LIFE CHANGERS OUTREACH REGIMENT INC,T3,Independent,C7000,Preservation,Trust,1,25000-99999,N,5000,1
8133,273557055,IGNITE YOUTH INC,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
8134,273559458,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
8135,273559597,ENERGY FLORIDA INC,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,54545,1
8136,273562539,TAOS ART & CULTURAL DISTRICT INC,T3,Independent,C2100,Preservation,Trust,1,0,N,5000,1
8137,273563456,ADOPT RESCUE DOGS,T3,Independent,C1240,Preservation,Trust,1,0,N,5000,1
8138,273564906,HEARTS IGNITED MINISTRIES INTERNATIONAL,T3,Independent,C7000,Preservation,Trust,1,25000-99999,N,11717,1
8139,273570899,ALPHARETTA ELEMENTARY SCHOOL FOUNDATION INC,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,76987,0
8140,273578111,NUSANTARA MUSLIM CALIFORNIA,T3,Independent,C7000,Preservation,Trust,1,25000-99999,N,73063,1
